,ID,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Seats,Price,Engine_Number,Power_Number
42,42,2017,22033,2,1,1,0.3209691747897728,6.0,5.58,1198,0.08139977177634082
43,43,2014,35487,3,1,1,0.2345153923227013,5.0,4.74,1197,0.09262076835298592
44,44,2014,46374,3,2,1,0.1853305424733996,5.0,8.85,1999,0.22008368200836814
45,45,2016,52001,3,2,1,0.18102052985773917,5.0,10.11,1798,0.19747052111068847
46,46,2008,58005,2,1,2,0.18887996462747295,5.0,4.25,1991,0.1483453784709015
47,47,2012,70704,3,1,1,0.14261071154758864,7.0,10.95,2694,0.24629136553822745
48,48,2014,75000,2,1,1,0.30930678771210335,5.0,3.85,1120,0.06998858881704069
49,49,2012,75800,2,1,2,0.20979620232111929,6.0,5.5,2498,0.13465195891974135
50,50,2015,13648,2,2,1,0.2168950466292659,5.0,21.43,1968,0.2665081780144542
51,51,2014,52000,2,1,1,0.29029202617242483,5.0,4.25,1248,0.07569418029669074
52,52,2014,53000,2,1,1,0.22564183693751802,5.0,3.3,1248,0.07759604412324077
53,53,2013,65650,2,1,1,0.3600128184845793,5.0,3.85,1248,0.07569418029669074
54,54,2015,54000,3,1,3,0.23958599539994888,5.0,3.6,1197,0.0909090909090909
55,55,2015,39000,3,1,1,0.19065467570450959,5.0,3.99,1598,0.1312286040319513
56,56,2017,16542,3,1,1,0.319067698635805,5.0,3.3,799,0.03632559908710535
57,57,2010,32000,3,1,1,0.2580936966319026,5.0,2.07,1197,0.08501331304678585
58,58,2010,121812,2,2,1,0.16847078724155135,5.0,7.75,1995,0.21567135793077213
59,59,2010,39300,3,1,1,0.2307124400147656,5.0,2.25,998,0.06257131989349561
60,60,2017,22000,2,1,1,0.17341462524186776,8.0,16.5,2393,0.2160517306960822
61,61,2010,72000,2,1,1,0.25353015386237976,5.0,2.75,1399,0.06428299733739064
62,62,2015,58000,3,2,1,0.14882220031721693,5.0,26.7,1796,0.28870292887029286
63,63,2011,65000,2,1,2,0.20028882155128003,5.0,10.0,2148,0.25827310764549255
64,64,2016,178000,2,1,1,0.31691269232797475,5.0,2.5,1396,0.06618486116394066
65,65,2012,65664,2,2,1,0.20979620232111929,5.0,13.5,1968,0.20121719284899198
66,66,2007,63000,3,2,2,0.2078947261671514,5.0,1.85,1497,0.08330163560289082
67,67,2019,15369,2,2,1,0.0,5.0,35.67,1950,0.303917839482693
68,68,2016,63000,2,1,1,0.3108279686352776,7.0,8.15,1248,0.10327120578166603
69,69,2018,13000,2,1,1,0.2801508200179297,5.0,10.5,1396,0.10365157854697603
70,70,2008,73000,3,2,1,0.1077503153915114,5.0,14.5,4806,0.885888170406999
71,71,2015,55729,2,1,1,0.19141526616609675,7.0,9.65,2179,0.20121719284899198
72,72,2012,45178,3,2,1,0.21486680539836686,5.0,3.48,1197,0.08501331304678585
73,73,2015,56066,2,1,1,0.24896661109285695,5.0,6.92,1461,0.1413084823126664
74,74,2016,37300,3,2,2,0.20916237693646333,5.0,6.46,1198,0.100038037276531
75,75,2014,56000,2,2,2,0.23489568755349488,5.0,29.5,1968,0.29201217192848994
76,76,2008,111111,2,1,1,0.22564183693751802,5.0,2.0,1399,0.1503934837066756
77,77,2006,230000,3,1,3,0.15718869539467548,8.0,4.5,1998,0.18600228223659182
78,78,2012,104000,2,1,1,0.16225929847192308,7.0,11.75,2494,0.1289463674400913
79,79,2005,87591,3,1,1,0.0,5.0,1.3,1086,0.1503934837066756
80,80,2012,95100,2,1,1,0.29029202617242483,5.0,3.75,1248,0.07569418029669074
81,81,2017,70000,3,1,1,0.22272624016810064,5.0,4.5,1193,0.10365157854697603
82,82,2016,54944,3,1,1,0.2281771384761418,5.0,4.82,1198,0.099847850893876
83,83,2012,70337,2,1,1,0.25353015386237976,5.0,2.8,1399,0.06428299733739064
84,84,2013,99638,2,1,1,0.29409497848036054,5.0,3.11,1248,0.07558006846709774
85,85,2009,52000,3,1,1,0.22564183693751802,5.0,3.25,1497,0.15804488398630656
86,86,2011,75000,2,2,2,0.2120779737058807,5.0,13.9,1995,0.3495625713198935
87,87,2009,95980,3,1,1,0.2580936966319026,5.0,2.25,1197,0.08501331304678585
88,88,2016,16000,3,1,1,0.23958599539994888,5.0,5.75,1197,0.0909090909090909
89,89,2007,73745,3,1,1,0.2155006307830228,5.0,2.1,1086,0.1503934837066756
90,90,2016,18949,3,1,1,0.22564183693751802,5.0,5.0,1198,0.099847850893876
91,91,2014,107000,2,1,1,0.16479460001054685,7.0,16.5,2982,0.25542031190566755
92,92,2018,48367,2,2,1,0.22412065601434372,5.0,39.58,1968,0.2665081780144542
93,93,2013,57000,2,1,1,0.28775672463380103,5.0,5.5,1498,0.10581970330924305
94,94,2014,58000,2,1,1,0.19141526616609675,7.0,8.1,2179,0.20121719284899198
95,95,2015,30000,2,1,1,0.3270538984824699,5.0,3.5,1498,0.12248003042982121
96,96,2013,34212,2,1,1,0.2797705247871361,5.0,2.79,1199,0.07550399391403577
97,97,2010,70002,2,1,1,0.20535942462852763,5.0,3.45,1493,0.14416127805249146
98,98,2016,62000,3,1,1,0.23958599539994888,5.0,4.45,998,0.06257131989349561
99,99,2010,62001,3,1,1,0.19344350739699578,5.0,2.65,1598,0.1317991631799163
100,100,2011,78958,2,1,2,0.29155967694173673,5.0,3.8,1396,0.10612400152149105
101,101,2014,30180,3,1,1,0.2345153923227013,5.0,4.65,1197,0.0925256751616584
102,102,2017,32851,3,1,1,0.25137514755454954,7.0,3.95,1198,0.06238113351084061
103,103,2010,30000,2,2,1,0.18938702493519768,5.0,9.8,2967,0.39406618486116396
104,104,2009,66000,3,1,2,0.2155006307830228,5.0,2.7,1197,0.08710536325599087
105,105,2010,93850,3,1,1,0.17747110770366586,5.0,2.41,796,0.001521491061239999
106,106,2014,53000,3,1,1,0.2245009512451373,5.0,3.9,1197,0.08501331304678585
107,107,2011,78000,2,2,2,0.1868517233965739,5.0,24.0,2993,0.4501711677443894
108,108,2012,65000,2,1,2,0.20282412308990383,7.0,5.75,2179,0.20121719284899198
109,109,2014,40000,2,2,1,0.28293965171041585,5.0,5.25,1582,0.17519969570178773
110,110,2017,30000,2,2,1,0.1440051273938317,7.0,19.25,2755,0.2611259033853176
111,111,2017,38053,3,1,1,0.19141526616609675,5.0,3.91,1196,0.07379231647014074
112,112,2014,25500,3,1,1,0.3219832954052223,4.0,2.15,624,0.006276150627615051
113,113,2015,56087,2,2,1,0.2876299595568699,5.0,20.75,1995,0.29631038417649297
114,114,2010,71088,3,1,1,0.17113285385710636,5.0,3.35,1799,0.18219855458349182
115,115,2014,55000,2,1,1,0.16466783493361567,7.0,11.11,2494,0.12628375808292125
116,116,2014,32700,2,2,1,0.29536262924967244,5.0,20.0,1984,0.2202358311144922
117,117,2016,39882,3,2,1,0.24275512232322863,5.0,6.55,1198,0.07938379612019779
118,118,2009,128000,3,2,1,0.1369062830856851,5.0,7.0,2497,0.34385697984024344
119,119,2016,55000,2,1,1,0.30803913694279145,5.0,7.5,1248,0.10327120578166603
120,120,2005,102000,3,1,2,0.2155006307830228,5.0,0.85,1086,0.1503934837066756
121,121,2014,53753,2,2,2,0.19014761539678485,5.0,16.75,2143,0.1390262457208064
122,122,2018,10250,2,1,1,0.2788831692486178,5.0,10.95,1582,0.17497147204260177
123,123,2011,43874,3,1,1,0.23958599539994888,5.0,2.45,998,0.06257131989349561
124,124,2017,32684,3,2,1,0.2776155184793058,4.0,3.23,624,0.00623811335108404
125,125,2014,42000,2,1,1,0.15275191770208382,8.0,7.75,2179,0.1631799163179916
126,126,2009,28352,3,2,1,0.14831514000949217,5.0,9.35,1796,0.2734880182578927
127,127,2013,89900,1,1,1,0.793082886106142,5.0,3.25,998,0.04556865728413845
128,128,2007,47700,3,1,2,0.1369062830856851,5.0,5.25,2354,0.22403955876759224
129,129,2015,55000,2,2,1,0.2688687281710538,5.0,7.25,1498,0.1312286040319513
130,130,2017,44285,3,1,1,0.26278400447835665,5.0,7.47,1373,0.10821605173069608
131,131,2016,54000,2,2,1,0.20282412308990383,7.0,13.25,2179,0.20121719284899198
132,132,2016,30232,3,1,1,0.26747431232481067,5.0,5.81,1197,0.09813617344998098
133,133,2014,88500,3,1,1,0.30512354017337406,5.0,2.6,998,0.06257131989349561
134,134,2017,13372,3,2,1,0.2408536461692608,2.0,54.0,2996,0.6235640928109548
135,135,2019,12645,3,2,1,0.2155006307830228,5.0,11.5,1591,0.16565233929250667
136,136,2010,94385,3,1,2,0.24972720155444408,5.0,1.6,796,0.02301255230125522
137,137,2015,31821,2,2,1,0.2608825283243888,5.0,17.22,1995,0.20692278432864208
138,138,2015,12000,3,2,1,0.2408536461692608,5.0,6.0,1199,0.10365157854697603
139,139,2012,88578,3,1,1,0.17113285385710636,5.0,3.95,1799,0.18219855458349182
140,140,2014,44965,2,2,1,0.24427630324640293,5.0,17.95,2143,0.25827310764549255
141,141,2014,45044,2,1,1,0.3270538984824699,5.0,3.7,1498,0.12248003042982121
142,142,2016,34204,3,1,1,0.2788831692486178,5.0,5.43,1197,0.0905287181437809
143,143,2008,80759,3,1,3,0.2155006307830228,5.0,1.67,1086,0.1503934837066756
144,144,2012,91235,2,1,1,0.14577983847086837,7.0,13.49,2982,0.2601749714720426
145,145,2014,38800,3,1,1,0.23578304309201323,5.0,2.85,1199,0.0810193990110308
146,146,2013,83000,2,1,1,0.26798137263253546,5.0,4.75,1498,0.1318372004564473
147,147,2018,41283,3,1,1,0.26278400447835665,5.0,9.9,1373,0.10821605173069608
148,148,2013,23000,3,2,1,0.14007541000896484,4.0,37.0,2894,0.7793837961201979
149,149,2014,48000,2,2,1,0.27584080740226924,5.0,26.5,1995,0.29631038417649297
150,150,2015,48214,2,2,1,0.2168950466292659,5.0,23.32,1968,0.2665081780144542
151,151,2016,35000,2,1,1,0.29029202617242483,5.0,6.25,1248,0.07569418029669074
152,152,2010,35277,3,2,1,0.0990035250832593,5.0,30.0,5461,0.6251426397869912
153,153,2016,54620,2,2,1,0.27457315663295734,5.0,9.86,1498,0.1318372004564473
154,154,2012,136997,2,2,1,0.2180359323216466,5.0,8.5,1968,0.19760365157854698
155,155,2019,14322,3,1,1,0.26747431232481067,5.0,4.23,814,0.03993914035755039
156,156,2012,65634,2,1,1,0.2797705247871361,5.0,3.5,1199,0.07550399391403577
157,157,2016,6000,3,1,1,0.26151635370904475,5.0,2.5,1198,0.06249524534043362
158,158,2013,33280,3,1,1,0.24592424924650838,5.0,2.39,1198,0.100038037276531
159,159,2013,29000,3,2,1,0.18761231385816104,5.0,11.25,1595,0.16451122099657667
160,160,2015,42831,2,1,1,0.3295892000210937,5.0,7.11,1498,0.12248003042982121
161,161,2016,90000,2,1,1,0.16466783493361567,7.0,10.9,2494,0.12628375808292125
162,162,2017,24005,3,1,1,0.25860075693962736,5.0,6.2,1197,0.0905287181437809
163,163,2012,32792,2,1,1,0.19141526616609675,7.0,7.9,2179,0.20121719284899198
164,164,2014,147898,2,1,1,0.28775672463380103,5.0,4.42,1498,0.10581970330924305
165,165,2012,131765,2,1,1,0.16479460001054685,7.0,13.5,2982,0.25542031190566755
166,166,2013,65000,2,2,1,0.2725449154020583,5.0,6.25,1498,0.1413084823126664
167,167,2010,66123,2,1,2,0.25353015386237976,5.0,2.1,1399,0.06428299733739064
168,168,2015,41000,2,2,1,0.19395056770472055,5.0,45.0,2993,0.42563712438189427
169,169,2017,23550,2,2,1,0.24427630324640293,5.0,33.66,2143,0.25374667173830356
170,170,2012,45000,3,1,2,0.24592424924650838,5.0,3.65,1198,0.100038037276531
171,171,2013,60000,3,1,1,0.2580936966319026,5.0,2.75,1197,0.08501331304678585
172,172,2016,44414,2,2,1,0.2269094877068299,5.0,42.5,2143,0.25827310764549255
173,173,2019,1000,3,1,1,0.23958599539994888,5.0,6.5,1197,0.0906428299733739
174,174,2012,62500,2,2,2,0.22412065601434372,5.0,19.0,1968,0.2665081780144542
175,175,2013,21000,3,2,2,0.18254171078091344,5.0,4.45,1598,0.1319893495625713
176,176,2017,8525,2,2,2,0.21043002770577524,5.0,23.0,1998,0.14796500570559146
177,177,2014,29000,2,1,1,0.285728483402902,5.0,8.35,1396,0.10370863446177254
178,178,2014,40000,2,2,1,0.22412065601434372,5.0,22.95,1968,0.2665081780144542
179,179,2012,88000,2,1,1,0.3224903557129471,5.0,1.5,936,0.04450361354127044
180,180,2012,53537,3,2,1,0.17366815539573013,5.0,6.89,1798,0.23497527577025484
181,181,2006,216000,2,1,2,0.22564183693751802,5.0,1.45,1399,0.06428299733739064
182,182,2014,51000,2,2,1,0.28496789294131486,5.0,33.5,1995,0.29631038417649297
183,183,2007,118500,3,1,1,0.16352694924123495,5.0,1.25,1598,0.1298972993533663
184,184,2012,63000,2,1,1,0.2797705247871361,5.0,4.2,1199,0.07550399391403577
185,185,2015,25000,2,1,1,0.2532766237085174,8.0,6.75,1461,0.1413084823126664
186,186,2014,37382,2,2,1,0.16479460001054685,5.0,32.0,2143,0.3174210726511982
187,187,2017,24773,3,1,1,0.2712772646327464,5.0,7.5,1197,0.09300114111829592
188,188,2012,62000,2,1,1,0.28293965171041585,5.0,4.6,1582,0.17519969570178773
189,189,2017,52340,3,1,1,0.25112161740068717,5.0,4.04,1086,0.06437809052871814
190,190,2016,56739,2,1,1,0.19521821847403245,7.0,10.31,1997,0.1631799163179916
191,191,2018,36091,2,2,1,0.16099164770261115,5.0,55.76,2179,0.2919360973754279
192,192,2010,120000,2,1,1,0.25353015386237976,5.0,2.6,1399,0.06428299733739064
193,193,2016,33000,2,1,1,0.3228706509437406,7.0,8.5,1248,0.10327120578166603
195,195,2014,52000,2,1,1,0.3270538984824699,5.0,3.5,1498,0.12248003042982121
196,196,2015,43571,3,1,1,0.2580936966319026,5.0,3.55,1197,0.08501331304678585
197,197,2013,50000,2,1,1,0.3270538984824699,5.0,3.25,1498,0.12248003042982121
198,198,2008,113000,2,1,1,0.22183888462958232,5.0,4.5,1896,0.13655382274629135
199,199,2014,90000,2,1,1,0.25188220786227433,5.0,5.35,1461,0.09433244579688092
200,200,2017,29000,2,1,2,0.22120505924492637,7.0,6.5,1493,0.12514263978699125
201,201,2016,20000,2,1,1,0.30803913694279145,5.0,9.0,1248,0.10327120578166603
202,202,2016,61012,3,1,1,0.23578304309201323,5.0,6.0,1197,0.09058577405857739
203,203,2009,87459,3,1,1,0.18634466308884914,5.0,2.75,1390,0.09661468238874095
204,204,2010,70500,3,1,1,0.198260580320381,5.0,1.5,1193,0.056865728413845545
205,205,2015,64103,2,2,1,0.1994014660127617,5.0,19.9,1968,0.2665081780144542
206,206,2014,76000,3,2,1,0.18634466308884914,5.0,10.0,1798,0.2725370863446177
207,207,2014,104000,2,1,1,0.299038816480677,5.0,3.0,1364,0.06249524534043362
209,209,2014,37245,3,2,1,0.18761231385816104,5.0,11.96,1595,0.16451122099657667
210,210,2013,45000,2,1,1,0.34733631079146027,5.0,3.25,1498,0.12248003042982121
211,211,2012,117837,2,1,2,0.28293965171041585,5.0,4.75,1582,0.17519969570178773
212,212,2014,30000,2,1,1,0.2593613474012145,5.0,5.95,1461,0.09433244579688092
213,213,2015,27057,3,1,2,0.19382380262778934,5.0,8.15,1591,0.16565233929250667
214,214,2016,8500,3,2,1,0.2599951727858705,5.0,4.22,998,0.06238113351084061
215,215,2010,30500,3,2,1,0.14882220031721693,5.0,10.5,1796,0.28870292887029286
216,216,2012,56000,2,2,1,0.14958279077880407,5.0,45.0,2967,0.404146063141879
217,217,2012,44000,3,1,2,0.25112161740068717,5.0,2.9,1086,0.06437809052871814
218,218,2017,10500,3,2,1,0.18127406001160157,5.0,8.9,1598,0.1318372004564473
219,219,2017,26000,3,2,1,0.18596436785805556,5.0,26.0,1798,0.27246101179155574
220,220,2018,25166,3,1,1,0.21790916724471543,5.0,8.22,1197,0.0906428299733739
221,221,2014,64000,2,1,2,0.3270538984824699,5.0,3.5,1498,0.12248003042982121
222,222,2004,61000,3,1,2,0.23958599539994888,5.0,1.25,998,0.06257131989349561
223,223,2013,107000,2,1,1,0.26658695678629235,5.0,3.7,1461,0.05857740585774057
224,224,2018,29161,2,2,1,0.24427630324640293,5.0,39.41,2143,0.25374667173830356
225,225,2013,32000,3,1,1,0.2852214230951773,5.0,2.65,998,0.06245720806390263
226,226,2015,46173,2,1,2,0.24098041124619202,5.0,8.92,1461,0.1413084823126664
227,227,2013,47000,2,1,1,0.22564183693751802,5.0,4.1,1248,0.1503934837066756
228,228,2017,26327,3,2,1,0.2132188593982614,4.0,35.67,1998,0.29456066945606696
230,230,2007,200000,2,1,2,0.2180359323216466,5.0,0.85,1396,0.036705971852415364
231,231,2016,60813,3,1,2,0.23578304309201323,5.0,3.32,1199,0.0810193990110308
232,232,2012,45000,2,1,1,0.2797705247871361,5.0,3.6,1199,0.07550399391403577
233,233,2016,64000,2,1,1,0.29029202617242483,5.0,6.8,1248,0.07569418029669074
234,234,2012,41284,2,1,1,0.25353015386237976,5.0,2.5,1399,0.06437809052871814
235,235,2019,14165,2,2,1,0.1440051273938317,7.0,19.64,2755,0.2611259033853176
236,236,2011,67000,2,2,2,0.14856867016335457,7.0,7.0,2199,0.3044883986306581
237,237,2011,32572,3,1,1,0.2205712338602704,5.0,3.87,1497,0.15804488398630656
238,238,2018,14960,3,1,1,0.23578304309201323,5.0,6.27,1197,0.09058577405857739
239,239,2015,55980,2,2,1,0.24427630324640293,5.0,18.12,2143,0.25374667173830356
240,240,2013,74000,2,1,1,0.3224903557129471,5.0,2.65,936,0.04450361354127044
241,241,2015,56847,2,1,1,0.285728483402902,5.0,7.2,1396,0.10370863446177254
242,242,2015,121374,2,1,1,0.16466783493361567,7.0,14.3,2494,0.12628375808292125
243,243,2013,52000,2,1,1,0.2632910647860814,7.0,6.9,1248,0.10376569037656903
244,244,2014,118000,2,1,1,0.16225929847192308,7.0,10.75,2494,0.1289463674400913
245,245,2007,72000,3,1,3,0.2155006307830228,5.0,0.95,1086,0.1503934837066756
246,246,2016,33915,3,1,1,0.22564183693751802,5.0,8.09,1497,0.15804488398630656
247,247,2014,82002,2,2,1,0.2161344561676788,5.0,18.5,1995,0.28489920121719287
248,248,2017,33000,2,1,1,0.30423618463485574,5.0,4.75,1120,0.06808672499049066
249,249,2016,34000,2,1,1,0.3560831010997124,5.0,8.45,1248,0.10327120578166603
250,250,2012,55000,2,1,1,0.25986840770893926,5.0,3.5,1598,0.1319893495625713
251,251,2006,160538,2,1,1,0.16606225077985876,5.0,1.8,1493,0.0909090909090909
252,252,2014,60000,2,1,2,0.25238926816999907,5.0,3.7,1498,0.1319893495625713
253,253,2017,49575,3,1,1,0.2370506938613251,5.0,7.17,1199,0.10365157854697603
254,254,2010,83000,3,1,1,0.25112161740068717,5.0,1.75,1086,0.06437809052871814
255,255,2018,51346,2,2,1,0.20764119601328904,5.0,21.99,1995,0.2829973373906428
256,256,2017,43000,2,1,1,0.17341462524186776,7.0,18.65,2393,0.2160517306960822
257,257,2011,35000,3,1,3,0.24972720155444408,5.0,1.85,796,0.001521491061239999
258,258,2017,27872,3,1,2,0.25860075693962736,5.0,5.95,1197,0.0905287181437809
259,259,2014,16514,3,1,1,0.23958599539994888,5.0,3.75,1197,0.0909090909090909
260,260,2012,120000,2,1,1,0.29029202617242483,5.0,3.75,1248,0.07569418029669074
261,261,2008,143275,2,1,1,0.2788831692486178,5.0,2.6,1582,0.17497147204260177
262,262,2006,99000,3,1,1,0.0,5.0,1.75,1086,0.1503934837066756
263,263,2010,52000,3,1,1,0.2155006307830228,5.0,2.8,1197,0.08710536325599087
264,264,2017,29819,2,2,1,0.14666719400938671,5.0,61.29,2987,0.4195321414986687
265,265,2014,57000,2,1,2,0.20028882155128003,5.0,18.0,2148,0.25827310764549255
266,266,2014,88500,2,1,1,0.29409497848036054,5.0,4.35,1248,0.07558006846709774
267,267,2016,28000,2,1,1,0.24934690632365053,5.0,13.75,1582,0.17497147204260177
268,268,2010,67000,3,1,1,0.2408536461692608,5.0,2.0,998,0.060669456066945585
269,269,2016,26000,2,1,1,0.24896661109285695,5.0,10.0,1461,0.1412133891213389
270,270,2010,120000,2,1,1,0.22564183693751802,5.0,1.65,1248,0.0794979079497908
271,271,2017,51982,2,2,1,0.20979620232111929,5.0,45.77,2993,0.42563712438189427
272,272,2010,36000,3,1,2,0.2580936966319026,5.0,3.25,1197,0.08501331304678585
273,273,2016,47000,2,1,1,0.16225929847192308,7.0,12.8,2494,0.1289463674400913
274,274,2002,60000,3,1,3,0.21930358309095851,5.0,0.55,993,0.04906808672499048
275,275,2018,31025,2,1,1,0.3600128184845793,5.0,7.15,1248,0.07569418029669074
276,276,2013,105000,2,1,2,0.15275191770208382,8.0,7.0,2179,0.1631799163179916
277,277,2017,121900,2,1,1,0.2909258515570808,5.0,3.75,1248,0.07569418029669074
278,278,2017,22695,3,1,1,0.2393324652460865,5.0,8.5,999,0.1693419551160137
279,279,2012,73000,2,1,1,0.29663028001898434,5.0,4.35,1248,0.07569418029669074
280,280,2016,32227,3,1,1,0.2882637849415258,5.0,3.26,796,0.024914416127805233
281,281,2011,55000,3,1,1,0.2155006307830228,5.0,4.21,1497,0.15937618866489162
282,282,2018,11287,2,2,1,0.1530054478559462,7.0,70.36,2967,0.39406618486116396
283,283,2009,48000,2,2,2,0.2155006307830228,5.0,2.95,1896,0.13465195891974135
284,284,2012,54308,3,1,1,0.21676828155233474,5.0,4.28,1591,0.16565233929250667
285,285,2009,78442,3,2,1,0.21296532924439904,5.0,3.57,1497,0.15937618866489162
286,286,2013,46000,2,1,1,0.2776155184793058,5.0,3.11,1396,0.10384176492963103
287,287,2014,45051,3,2,1,0.19014761539678485,5.0,5.96,1396,0.12248003042982121
288,288,2011,69000,2,1,1,0.26037546801666406,5.0,4.7,1598,0.1319893495625713
289,289,2014,49000,3,1,1,0.2205712338602704,5.0,6.9,1497,0.15804488398630656
290,290,2018,45000,2,1,1,0.2909258515570808,5.0,5.25,1248,0.07569418029669074
291,291,2015,64000,2,2,1,0.23426186216883893,5.0,28.0,1995,0.2715861544313427
292,292,2009,60000,3,1,1,0.23958599539994888,5.0,1.35,1061,0.06238113351084061
293,293,2015,62178,3,1,1,0.2307124400147656,5.0,4.85,1199,0.10365157854697603
294,294,2012,58006,2,1,1,0.19014761539678485,5.0,6.7,1896,0.13465195891974135
295,295,2010,74000,3,1,1,0.2580936966319026,5.0,3.1,1197,0.08501331304678585
296,296,2015,77771,2,2,1,0.24427630324640293,5.0,18.64,2143,0.25827310764549255
297,297,2012,45275,3,1,1,0.2580936966319026,5.0,2.8,1197,0.08501331304678585
298,298,2016,48000,2,1,1,0.17341462524186776,7.0,20.25,2393,0.2160517306960822
299,299,2015,31652,2,2,1,0.22412065601434372,5.0,26.78,1968,0.2665081780144542
300,300,2010,109000,2,1,2,0.16466783493361567,7.0,8.26,2494,0.12628375808292125
301,301,2015,31978,3,1,1,0.20878208170566975,5.0,3.89,1198,0.07550399391403577
302,302,2011,70000,3,1,1,0.2651925409400493,5.0,2.1,998,0.06257131989349561
303,303,2017,15000,3,2,1,0.2281771384761418,5.0,12.69,1497,0.15804488398630656
304,304,2013,59138,2,1,1,0.2155006307830228,5.0,2.58,1405,0.06808672499049066
305,305,2014,61726,2,2,1,0.22412065601434372,5.0,20.77,1968,0.2665081780144542
306,306,2015,48000,2,2,1,0.2269094877068299,5.0,20.26,2143,0.19360973754279193
307,307,2006,58000,3,1,2,0.0,5.0,1.5,1086,0.1503934837066756
308,308,2011,60020,2,1,1,0.22564183693751802,5.0,2.5,1248,0.1503934837066756
309,309,2014,77815,3,2,1,0.2928273277110487,5.0,4.25,998,0.06245720806390263
310,310,2017,29000,2,2,1,0.2269094877068299,5.0,57.0,2143,0.3175161658425257
311,311,2017,44000,2,2,1,0.16099164770261115,5.0,44.0,2179,0.2919360973754279
