,ID,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Seats,Price,Engine_Number,Power_Number
132,132,2016,30232,3,1,1,21.1,5.0,5.81,1197,85.8
133,133,2014,88500,3,1,1,24.07,5.0,2.6,998,67.1
134,134,2017,13372,3,2,1,19.0,2.0,54.0,2996,362.07
135,135,2019,12645,3,2,1,17.0,5.0,11.5,1591,121.3
136,136,2010,94385,3,1,2,19.7,5.0,1.6,796,46.3
137,137,2015,31821,2,2,1,20.58,5.0,17.22,1995,143.0
138,138,2015,12000,3,2,1,19.0,5.0,6.0,1199,88.7
139,139,2012,88578,3,1,1,13.5,5.0,3.95,1799,130.0
140,140,2014,44965,2,2,1,19.27,5.0,17.95,2143,170.0
141,141,2014,45044,2,1,1,25.8,5.0,3.7,1498,98.6
142,142,2016,34204,3,1,1,22.0,5.0,5.43,1197,81.8
143,143,2008,80759,3,1,3,17.0,5.0,1.67,1086,113.27689373297004
144,144,2012,91235,2,1,1,11.5,7.0,13.49,2982,171.0
145,145,2014,38800,3,1,1,18.6,5.0,2.85,1199,76.8
146,146,2013,83000,2,1,1,21.14,5.0,4.75,1498,103.52
147,147,2018,41283,3,1,1,20.73,5.0,9.9,1373,91.1
148,148,2013,23000,3,2,1,11.05,4.0,37.0,2894,444.0
149,149,2014,48000,2,2,1,21.76,5.0,26.5,1995,190.0
150,150,2015,48214,2,2,1,17.11,5.0,23.32,1968,174.33
151,151,2016,35000,2,1,1,22.9,5.0,6.25,1248,74.0
152,152,2010,35277,3,2,1,7.81,5.0,30.0,5461,362.9
153,153,2016,54620,2,2,1,21.66,5.0,9.86,1498,103.52
154,154,2012,136997,2,2,1,17.2,5.0,8.5,1968,138.1
155,155,2019,14322,3,1,1,21.1,5.0,4.23,814,55.2
156,156,2012,65634,2,1,1,22.07,5.0,3.5,1199,73.9
157,157,2016,6000,3,1,1,20.63,5.0,2.5,1198,67.06
158,158,2013,33280,3,1,1,19.4,5.0,2.39,1198,86.8
159,159,2013,29000,3,2,1,14.8,5.0,11.25,1595,120.7
160,160,2015,42831,2,1,1,26.0,5.0,7.11,1498,98.6
161,161,2016,90000,2,1,1,12.99,7.0,10.9,2494,100.6
162,162,2017,24005,3,1,1,20.4,5.0,6.2,1197,81.8
163,163,2012,32792,2,1,1,15.1,7.0,7.9,2179,140.0
164,164,2014,147898,2,1,1,22.7,5.0,4.42,1498,89.84
165,165,2012,131765,2,1,1,13.0,7.0,13.5,2982,168.5
166,166,2013,65000,2,2,1,21.5,5.0,6.25,1498,108.5
167,167,2010,66123,2,1,2,20.0,5.0,2.1,1399,68.0
168,168,2015,41000,2,2,1,15.3,5.0,45.0,2993,258.0
169,169,2017,23550,2,2,1,19.27,5.0,33.66,2143,167.62
170,170,2012,45000,3,1,2,19.4,5.0,3.65,1198,86.8
171,171,2013,60000,3,1,1,20.36,5.0,2.75,1197,78.9
172,172,2016,44414,2,2,1,17.9,5.0,42.5,2143,170.0
173,173,2019,1000,3,1,1,18.9,5.0,6.5,1197,81.86
174,174,2012,62500,2,2,2,17.68,5.0,19.0,1968,174.33
175,175,2013,21000,3,2,2,14.4,5.0,4.45,1598,103.6
176,176,2017,8525,2,2,2,16.6,5.0,23.0,1998,112.0
177,177,2014,29000,2,1,1,22.54,5.0,8.35,1396,88.73
178,178,2014,40000,2,2,1,17.68,5.0,22.95,1968,174.33
179,179,2012,88000,2,1,1,25.44,5.0,1.5,936,57.6
180,180,2012,53537,3,2,1,13.7,5.0,6.89,1798,157.75
181,181,2006,216000,2,1,2,17.8,5.0,1.45,1399,68.0
182,182,2014,51000,2,2,1,22.48,5.0,33.5,1995,190.0
183,183,2007,118500,3,1,1,12.9,5.0,1.25,1598,102.5
184,184,2012,63000,2,1,1,22.07,5.0,4.2,1199,73.9
185,185,2015,25000,2,1,1,19.98,8.0,6.75,1461,108.5
186,186,2014,37382,2,2,1,13.0,5.0,32.0,2143,201.1
187,187,2017,24773,3,1,1,21.4,5.0,7.5,1197,83.1
188,188,2012,62000,2,1,1,22.32,5.0,4.6,1582,126.32
189,189,2017,52340,3,1,1,19.81,5.0,4.04,1086,68.05
190,190,2016,56739,2,1,1,15.4,7.0,10.31,1997,120.0
191,191,2018,36091,2,2,1,12.7,5.0,55.76,2179,187.7
192,192,2010,120000,2,1,1,20.0,5.0,2.6,1399,68.0
193,193,2016,33000,2,1,1,25.47,7.0,8.5,1248,88.5
195,195,2014,52000,2,1,1,25.8,5.0,3.5,1498,98.6
196,196,2015,43571,3,1,1,20.36,5.0,3.55,1197,78.9
197,197,2013,50000,2,1,1,25.8,5.0,3.25,1498,98.6
198,198,2008,113000,2,1,1,17.5,5.0,4.5,1896,106.0
199,199,2014,90000,2,1,1,19.87,5.0,5.35,1461,83.8
200,200,2017,29000,2,1,2,17.45,7.0,6.5,1493,100.0
201,201,2016,20000,2,1,1,24.3,5.0,9.0,1248,88.5
202,202,2016,61012,3,1,1,18.6,5.0,6.0,1197,81.83
203,203,2009,87459,3,1,1,14.7,5.0,2.75,1390,85.0
204,204,2010,70500,3,1,1,15.64,5.0,1.5,1193,64.1
205,205,2015,64103,2,2,1,15.73,5.0,19.9,1968,174.33
206,206,2014,76000,3,2,1,14.7,5.0,10.0,1798,177.5
207,207,2014,104000,2,1,1,23.59,5.0,3.0,1364,67.06
209,209,2014,37245,3,2,1,14.8,5.0,11.96,1595,120.7
210,210,2013,45000,2,1,1,27.4,5.0,3.25,1498,98.6
211,211,2012,117837,2,1,2,22.32,5.0,4.75,1582,126.32
212,212,2014,30000,2,1,1,20.46,5.0,5.95,1461,83.8
213,213,2015,27057,3,1,2,15.29,5.0,8.15,1591,121.3
214,214,2016,8500,3,2,1,20.51,5.0,4.22,998,67.0
215,215,2010,30500,3,2,1,11.74,5.0,10.5,1796,186.0
216,216,2012,56000,2,2,1,11.8,5.0,45.0,2967,246.7
217,217,2012,44000,3,1,2,19.81,5.0,2.9,1086,68.05
218,218,2017,10500,3,2,1,14.3,5.0,8.9,1598,103.52
219,219,2017,26000,3,2,1,14.67,5.0,26.0,1798,177.46
220,220,2018,25166,3,1,1,17.19,5.0,8.22,1197,81.86
221,221,2014,64000,2,1,2,25.8,5.0,3.5,1498,98.6
222,222,2004,61000,3,1,2,18.9,5.0,1.25,998,67.1
223,223,2013,107000,2,1,1,21.03,5.0,3.7,1461,65.0
224,224,2018,29161,2,2,1,19.27,5.0,39.41,2143,167.62
225,225,2013,32000,3,1,1,22.5,5.0,2.65,998,67.04
226,226,2015,46173,2,1,2,19.01,5.0,8.92,1461,108.5
227,227,2013,47000,2,1,1,17.8,5.0,4.1,1248,113.27689373297004
228,228,2017,26327,3,2,1,16.82,4.0,35.67,1998,189.08
230,230,2007,200000,2,1,2,17.2,5.0,0.85,1396,53.5
231,231,2016,60813,3,1,2,18.6,5.0,3.32,1199,76.8
232,232,2012,45000,2,1,1,22.07,5.0,3.6,1199,73.9
233,233,2016,64000,2,1,1,22.9,5.0,6.8,1248,74.0
234,234,2012,41284,2,1,1,20.0,5.0,2.5,1399,68.05
235,235,2019,14165,2,2,1,11.36,7.0,19.64,2755,171.5
236,236,2011,67000,2,2,2,11.72,7.0,7.0,2199,194.3
237,237,2011,32572,3,1,1,17.4,5.0,3.87,1497,117.3
238,238,2018,14960,3,1,1,18.6,5.0,6.27,1197,81.83
239,239,2015,55980,2,2,1,19.27,5.0,18.12,2143,167.62
240,240,2013,74000,2,1,1,25.44,5.0,2.65,936,57.6
241,241,2015,56847,2,1,1,22.54,5.0,7.2,1396,88.73
242,242,2015,121374,2,1,1,12.99,7.0,14.3,2494,100.6
243,243,2013,52000,2,1,1,20.77,7.0,6.9,1248,88.76
244,244,2014,118000,2,1,1,12.8,7.0,10.75,2494,102.0
245,245,2007,72000,3,1,3,17.0,5.0,0.95,1086,113.27689373297004
246,246,2016,33915,3,1,1,17.8,5.0,8.09,1497,117.3
247,247,2014,82002,2,2,1,17.05,5.0,18.5,1995,184.0
248,248,2017,33000,2,1,1,24.0,5.0,4.75,1120,70.0
249,249,2016,34000,2,1,1,28.09,5.0,8.45,1248,88.5
250,250,2012,55000,2,1,1,20.5,5.0,3.5,1598,103.6
251,251,2006,160538,2,1,1,13.1,5.0,1.8,1493,82.0
252,252,2014,60000,2,1,2,19.91,5.0,3.7,1498,103.6
253,253,2017,49575,3,1,1,18.7,5.0,7.17,1199,88.7
254,254,2010,83000,3,1,1,19.81,5.0,1.75,1086,68.05
255,255,2018,51346,2,2,1,16.38,5.0,21.99,1995,183.0
256,256,2017,43000,2,1,1,13.68,7.0,18.65,2393,147.8
257,257,2011,35000,3,1,3,19.7,5.0,1.85,796,35.0
258,258,2017,27872,3,1,2,20.4,5.0,5.95,1197,81.8
259,259,2014,16514,3,1,1,18.9,5.0,3.75,1197,82.0
260,260,2012,120000,2,1,1,22.9,5.0,3.75,1248,74.0
261,261,2008,143275,2,1,1,22.0,5.0,2.6,1582,126.2
262,262,2006,99000,3,1,1,0.0,5.0,1.75,1086,113.27689373297004
263,263,2010,52000,3,1,1,17.0,5.0,2.8,1197,80.0
264,264,2017,29819,2,2,1,11.57,5.0,61.29,2987,254.79
265,265,2014,57000,2,1,2,15.8,5.0,18.0,2148,170.0
266,266,2014,88500,2,1,1,23.2,5.0,4.35,1248,73.94
267,267,2016,28000,2,1,1,19.67,5.0,13.75,1582,126.2
268,268,2010,67000,3,1,1,19.0,5.0,2.0,998,66.1
269,269,2016,26000,2,1,1,19.64,5.0,10.0,1461,108.45
270,270,2010,120000,2,1,1,17.8,5.0,1.65,1248,76.0
271,271,2017,51982,2,2,1,16.55,5.0,45.77,2993,258.0
272,272,2010,36000,3,1,2,20.36,5.0,3.25,1197,78.9
273,273,2016,47000,2,1,1,12.8,7.0,12.8,2494,102.0
274,274,2002,60000,3,1,3,17.3,5.0,0.55,993,60.0
275,275,2018,31025,2,1,1,28.4,5.0,7.15,1248,74.0
276,276,2013,105000,2,1,2,12.05,8.0,7.0,2179,120.0
277,277,2017,121900,2,1,1,22.95,5.0,3.75,1248,74.0
278,278,2017,22695,3,1,1,18.88,5.0,8.5,999,123.24
279,279,2012,73000,2,1,1,23.4,5.0,4.35,1248,74.0
280,280,2016,32227,3,1,1,22.74,5.0,3.26,796,47.3
281,281,2011,55000,3,1,1,17.0,5.0,4.21,1497,118.0
282,282,2018,11287,2,2,1,12.07,7.0,70.36,2967,241.4
283,283,2009,48000,2,2,2,17.0,5.0,2.95,1896,105.0
284,284,2012,54308,3,1,1,17.1,5.0,4.28,1591,121.3
285,285,2009,78442,3,2,1,16.8,5.0,3.57,1497,118.0
286,286,2013,46000,2,1,1,21.9,5.0,3.11,1396,88.8
287,287,2014,45051,3,2,1,15.0,5.0,5.96,1396,98.6
288,288,2011,69000,2,1,1,20.54,5.0,4.7,1598,103.6
289,289,2014,49000,3,1,1,17.4,5.0,6.9,1497,117.3
290,290,2018,45000,2,1,1,22.95,5.0,5.25,1248,74.0
291,291,2015,64000,2,2,1,18.48,5.0,28.0,1995,177.0
292,292,2009,60000,3,1,1,18.9,5.0,1.35,1061,67.0
293,293,2015,62178,3,1,1,18.2,5.0,4.85,1199,88.7
294,294,2012,58006,2,1,1,15.0,5.0,6.7,1896,105.0
295,295,2010,74000,3,1,1,20.36,5.0,3.1,1197,78.9
296,296,2015,77771,2,2,1,19.27,5.0,18.64,2143,170.0
297,297,2012,45275,3,1,1,20.36,5.0,2.8,1197,78.9
298,298,2016,48000,2,1,1,13.68,7.0,20.25,2393,147.8
299,299,2015,31652,2,2,1,17.68,5.0,26.78,1968,174.33
300,300,2010,109000,2,1,2,12.99,7.0,8.26,2494,100.6
301,301,2015,31978,3,1,1,16.47,5.0,3.89,1198,73.9
302,302,2011,70000,3,1,1,20.92,5.0,2.1,998,67.1
303,303,2017,15000,3,2,1,18.0,5.0,12.69,1497,117.3
304,304,2013,59138,2,1,1,17.0,5.0,2.58,1405,70.0
305,305,2014,61726,2,2,1,17.68,5.0,20.77,1968,174.33
306,306,2015,48000,2,2,1,17.9,5.0,20.26,2143,136.0
307,307,2006,58000,3,1,2,0.0,5.0,1.5,1086,113.27689373297004
308,308,2011,60020,2,1,1,17.8,5.0,2.5,1248,113.27689373297004
309,309,2014,77815,3,2,1,23.1,5.0,4.25,998,67.04
310,310,2017,29000,2,2,1,17.9,5.0,57.0,2143,201.15
311,311,2017,44000,2,2,1,12.7,5.0,44.0,2179,187.7
312,312,2011,108626,2,1,1,20.54,5.0,3.65,1598,103.6
313,313,2012,71791,3,1,1,14.0,5.0,2.05,796,35.0
314,314,2012,91931,3,1,1,18.5,5.0,3.13,1198,86.8
315,315,2000,158000,2,1,2,14.07,7.0,1.5,2956,83.1
316,316,2012,91183,2,1,1,18.0,5.0,2.85,1248,75.0
317,317,2012,65000,3,1,1,18.9,5.0,2.65,998,67.1
318,318,2015,88428,2,1,1,16.0,7.0,10.6,2179,140.0
319,319,2008,138000,2,1,2,17.1,5.0,1.25,1396,70.0
320,320,2018,18000,3,1,1,16.02,7.0,8.25,1373,93.7
321,321,2011,60000,3,2,1,11.7,5.0,4.45,2354,177.6
322,322,2012,48000,2,1,1,19.3,5.0,3.7,1248,73.9
323,323,2009,160000,2,1,1,17.8,5.0,2.8,1399,68.0
324,324,2008,40000,3,1,1,17.7,5.0,1.8,1497,78.0
325,325,2014,51495,2,2,1,17.68,5.0,21.95,1968,174.33
326,326,2011,30000,2,2,1,9.52,4.0,49.0,2993,313.0
327,327,2017,97430,2,2,1,14.75,7.0,62.67,2967,245.0
328,328,2008,42496,1,1,1,61.8576,5.0,1.4,998,67.1
329,329,2012,83000,2,1,1,23.0,5.0,5.5,1396,90.0
330,330,2009,37000,3,2,3,16.95,5.0,2.95,1197,78.9
331,331,2016,28503,3,2,1,19.0,5.0,6.86,1199,88.7
332,332,2015,76496,2,1,1,25.2,5.0,6.15,1248,74.0
333,333,2011,79152,3,1,2,18.5,5.0,3.3,1197,82.85
334,334,2011,32000,3,1,1,16.47,5.0,2.55,1198,73.9
335,335,2009,35000,3,1,1,19.7,5.0,1.5,796,46.3
336,336,2004,105000,3,2,2,11.3,5.0,2.5,1794,125.0
337,337,2006,56000,3,1,2,19.7,5.0,1.4,796,46.3
338,338,2012,73000,2,1,1,21.12,5.0,3.4,1248,88.8
339,339,2012,38000,3,1,1,19.7,5.0,2.25,796,46.3
340,340,2013,775000,2,2,1,19.3,5.0,7.5,1968,141.0
341,341,2008,80000,3,2,1,11.3,5.0,2.8,1794,125.0
342,342,2016,24973,3,1,1,18.6,5.0,7.66,1197,81.83
343,343,2016,45000,2,1,1,24.3,5.0,7.15,1248,88.5
344,344,2010,87430,3,1,1,17.0,5.0,3.5,1497,118.0
345,345,2014,133944,2,1,2,18.0,5.0,3.5,1248,75.0
346,346,2013,57000,2,1,1,25.8,5.0,3.45,1498,98.6
347,347,2016,27904,3,1,1,21.1,5.0,3.55,814,55.2
348,348,2015,30717,2,2,2,21.76,5.0,25.99,1995,190.0
349,349,2012,80000,2,1,1,22.32,5.0,5.25,1582,126.32
350,350,2013,47304,2,1,1,21.02,5.0,2.9,1248,88.8
351,351,2005,100000,3,2,1,14.45,5.0,2.05,1984,227.0
352,352,2017,30000,3,1,1,24.07,5.0,3.75,998,67.1
353,353,2014,68000,2,1,1,22.7,5.0,6.75,1498,89.84
354,354,2011,21000,3,1,2,18.0,5.0,0.95,995,62.0
355,355,2017,21000,2,2,1,19.33,5.0,52.0,1999,177.0
356,356,2007,119000,3,1,3,13.1,5.0,3.91,1997,141.1
357,357,2019,13747,3,2,1,14.67,5.0,27.3,1798,177.46
358,358,2009,620000,3,1,1,20.36,5.0,2.7,1197,78.9
359,359,2013,70000,2,1,1,22.9,5.0,3.5,1248,74.0
360,360,2016,18000,3,2,1,18.5,5.0,6.2,1197,83.14
361,361,2011,83000,2,1,1,23.08,5.0,2.75,1461,63.1
362,362,2015,130000,2,1,1,23.4,5.0,3.25,1248,74.0
363,363,2012,63400,2,1,1,17.8,5.0,3.25,1399,67.0
364,364,2003,65000,3,1,1,17.3,5.0,0.65,993,60.0
365,365,2017,8350,3,1,1,13.8,5.0,35.0,1998,192.0
366,366,2014,45000,2,1,1,23.59,5.0,3.25,1364,67.05
367,367,2018,26200,3,1,1,24.7,5.0,2.9,796,47.3
368,368,2011,11000,3,1,3,18.9,5.0,2.9,796,47.0
369,369,2009,90000,2,2,2,11.0,5.0,17.75,2993,235.0
370,370,2015,74000,3,2,2,11.07,5.0,8.25,2496,179.5
371,371,2015,37081,3,2,1,18.9,5.0,5.77,1197,82.0
372,372,2017,39000,2,1,1,24.3,5.0,9.49,1248,88.5
373,373,2008,99000,2,2,3,12.07,7.0,12.95,2967,241.4
374,374,2015,38000,2,2,1,17.9,5.0,20.0,2143,136.0
375,375,2007,72000,3,1,3,16.1,4.0,1.0,796,37.0
376,376,2015,93000,2,1,2,20.45,5.0,7.1,1461,83.8
377,377,2017,5900,2,1,1,21.43,5.0,16.5,1364,87.2
378,378,2014,25000,2,1,1,15.8,5.0,26.0,2148,170.0
379,379,2010,68000,2,1,2,21.1,5.0,3.2,1248,73.9
380,380,2017,35676,3,2,1,16.0,7.0,9.48,1497,117.3
381,381,2015,74310,2,1,1,24.4,5.0,4.0,1120,71.0
382,382,2014,59364,2,2,1,14.21,5.0,26.5,2143,203.0
383,383,2014,41380,3,2,2,14.8,5.0,11.77,1595,120.7
384,384,2017,33900,2,2,1,15.0,5.0,37.0,2143,204.0
385,385,2016,28000,3,1,1,17.8,5.0,8.75,1497,117.3
386,386,2007,50958,3,1,1,17.0,5.0,1.95,1086,113.27689373297004
387,387,2011,93982,3,1,1,17.0,5.0,3.75,1497,118.0
388,388,2010,95000,3,1,1,16.2,5.0,2.5,1599,103.2
389,389,2017,9000,3,2,1,13.5,5.0,34.5,1999,246.74
390,390,2015,52516,3,1,1,18.0,5.0,4.65,1198,86.7
391,391,2015,20000,3,2,1,18.86,4.0,32.0,1598,122.0
392,392,2017,56451,2,2,1,13.5,5.0,62.81,2987,282.0
393,393,2014,37000,3,1,1,21.1,5.0,3.25,814,55.2
394,394,2014,17400,3,1,1,20.51,5.0,3.1,998,67.04
395,395,2011,90207,2,1,1,21.1,5.0,3.91,1248,73.9
396,396,2011,89616,2,2,1,16.07,5.0,11.0,1995,181.0
397,397,2014,85000,2,1,1,13.49,5.0,3.5,2179,138.03
398,398,2014,79271,2,2,1,20.38,5.0,16.5,1968,143.0
